review_tokens_stemmed,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
bagus banget jangkau toplahyyyu amin,"{'classified_text': 'bagus [5] banget jangkau toplahyu amin', 'tweet_text': ' bagus banget jangkau toplahyu amin', 'sentence_score': ['bagus [5] banget jangkau toplahyu amin'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",bagus [5] banget jangkau toplahyu amin, bagus banget jangkau toplahyu amin,['bagus [5] banget jangkau toplahyu amin'],5,-1,positif
serum bungkus bubble wrap rapi kemarin deh coba serum cocok kulit minyak,"{'classified_text': 'serum bungkus bubble wrap rapi [4] kemarin deh coba serum cocok [3] kulit minyak', 'tweet_text': ' serum bungkus bubble wrap rapi kemarin deh coba serum cocok kulit minyak', 'sentence_score': ['serum bungkus bubble wrap rapi [4] kemarin deh coba serum cocok [3] kulit minyak'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",serum bungkus bubble wrap rapi [4] kemarin deh coba serum cocok [3] kulit minyak, serum bungkus bubble wrap rapi kemarin deh coba serum cocok kulit minyak,['serum bungkus bubble wrap rapi [4] kemarin deh coba serum cocok [3] kulit minyak'],4,-1,positif
coba packing aman,"{'classified_text': 'coba packing aman [4]', 'tweet_text': ' coba packing aman', 'sentence_score': ['coba packing aman [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",coba packing aman [4], coba packing aman,['coba packing aman [4]'],4,-1,positif
kulit jerawat,"{'classified_text': 'kulit jerawat', 'tweet_text': ' kulit jerawat', 'sentence_score': ['kulit jerawat'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",kulit jerawat, kulit jerawat,['kulit jerawat'],1,-1,netral
tipe kulit kering tipe kulit minyak kulit jerawat tipe kulit normal tipe kulit kombinasi kulit kerut tipe kulit sensitif kulit pori,"{'classified_text': 'tipe kulit kering tipe kulit minyak kulit jerawat tipe kulit normal [-1] tipe kulit kombinasi kulit kerut [-2] tipe kulit sensitif [-2] kulit pori', 'tweet_text': ' tipe kulit kering tipe kulit minyak kulit jerawat tipe kulit normal tipe kulit kombinasi kulit kerut tipe kulit sensitif kulit pori', 'sentence_score': ['tipe kulit kering tipe kulit minyak kulit jerawat tipe kulit normal [-1] tipe kulit kombinasi kulit kerut [-2] tipe kulit sensitif [-2] kulit pori'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit kering tipe kulit minyak kulit jerawat tipe kulit normal [-1] tipe kulit kombinasi kulit kerut [-2] tipe kulit sensitif [-2] kulit pori, tipe kulit kering tipe kulit minyak kulit jerawat tipe kulit normal tipe kulit kombinasi kulit kerut tipe kulit sensitif kulit pori,['tipe kulit kering tipe kulit minyak kulit jerawat tipe kulit normal [-1] tipe kulit kombinasi kulit kerut [-2] tipe kulit sensitif [-2] kulit pori'],1,-2,negatif
beli face wash azarine tahun cocok muka ku oily kirim standard murah banget ribu woilaah mantap banget tokped kasih promo gede danbocher,"{'classified_text': 'beli face wash azarine tahun cocok [3] muka ku oily kirim standard murah [3] banget ribu woilaah mantap [5] banget tokped kasih promo gede danbocher', 'tweet_text': ' beli face wash azarine tahun cocok muka ku oily kirim standard murah banget ribu woilaah mantap banget tokped kasih promo gede danbocher', 'sentence_score': ['beli face wash azarine tahun cocok [3] muka ku oily kirim standard murah [3] banget ribu woilaah mantap [5] banget tokped kasih promo gede danbocher'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",beli face wash azarine tahun cocok [3] muka ku oily kirim standard murah [3] banget ribu woilaah mantap [5] banget tokped kasih promo gede danbocher, beli face wash azarine tahun cocok muka ku oily kirim standard murah banget ribu woilaah mantap banget tokped kasih promo gede danbocher,['beli face wash azarine tahun cocok [3] muka ku oily kirim standard murah [3] banget ribu woilaah mantap [5] banget tokped kasih promo gede danbocher'],5,-1,positif
coba warna sesuai ekspektasi,"{'classified_text': 'coba warna sesuai [3] ekspektasi', 'tweet_text': ' coba warna sesuai ekspektasi', 'sentence_score': ['coba warna sesuai [3] ekspektasi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",coba warna sesuai [3] ekspektasi, coba warna sesuai ekspektasi,['coba warna sesuai [3] ekspektasi'],3,-1,positif
favorite,"{'classified_text': 'favorite', 'tweet_text': ' favorite', 'sentence_score': ['favorite'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",favorite, favorite,['favorite'],1,-1,netral
terima kasih barang selamat banget diskon cocok banget pakai beli,"{'classified_text': 'terima kasih [4] barang selamat [5] banget diskon cocok [4] banget pakai beli', 'tweet_text': ' terima kasih barang selamat banget diskon cocok banget pakai beli', 'sentence_score': ['terima kasih [4] barang selamat [5] banget diskon cocok [4] banget pakai beli'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4] barang selamat [5] banget diskon cocok [4] banget pakai beli, terima kasih barang selamat banget diskon cocok banget pakai beli,['terima kasih [4] barang selamat [5] banget diskon cocok [4] banget pakai beli'],5,-1,positif
mantap,"{'classified_text': 'mantap [4]', 'tweet_text': ' mantap', 'sentence_score': ['mantap [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mantap [4], mantap,['mantap [4]'],4,-1,positif
bagus sih produk cocok kecewa packagingnya aman bublewrapnya jalan sidoarjo jakarta,"{'classified_text': 'bagus [4] sih produk cocok [3] kecewa [-3] packagingnya aman [4] bublewrapnya jalan sidoarjo jakarta', 'tweet_text': ' bagus sih produk cocok kecewa packagingnya aman bublewrapnya jalan sidoarjo jakarta', 'sentence_score': ['bagus [4] sih produk cocok [3] kecewa [-3] packagingnya aman [4] bublewrapnya jalan sidoarjo jakarta'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",bagus [4] sih produk cocok [3] kecewa [-3] packagingnya aman [4] bublewrapnya jalan sidoarjo jakarta, bagus sih produk cocok kecewa packagingnya aman bublewrapnya jalan sidoarjo jakarta,['bagus [4] sih produk cocok [3] kecewa [-3] packagingnya aman [4] bublewrapnya jalan sidoarjo jakarta'],4,-3,positif
kirim pakai sicepat lambat gudang tanggal antar rumah tanggal sayang banget sesuai nama,"{'classified_text': 'kirim pakai sicepat lambat [-3] gudang tanggal antar rumah tanggal sayang [5] banget sesuai [4] nama', 'tweet_text': ' kirim pakai sicepat lambat gudang tanggal antar rumah tanggal sayang banget sesuai nama', 'sentence_score': ['kirim pakai sicepat lambat [-3] gudang tanggal antar rumah tanggal sayang [5] banget sesuai [4] nama'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}",kirim pakai sicepat lambat [-3] gudang tanggal antar rumah tanggal sayang [5] banget sesuai [4] nama, kirim pakai sicepat lambat gudang tanggal antar rumah tanggal sayang banget sesuai nama,['kirim pakai sicepat lambat [-3] gudang tanggal antar rumah tanggal sayang [5] banget sesuai [4] nama'],5,-3,positif
paket terima,"{'classified_text': 'paket terima', 'tweet_text': ' paket terima', 'sentence_score': ['paket terima'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",paket terima, paket terima,['paket terima'],1,-1,netral
pakai moga cocok ya min tipe kulit minyak tipe kulit kombinasi,"{'classified_text': 'pakai moga cocok [3] ya min tipe kulit minyak tipe kulit kombinasi', 'tweet_text': ' pakai moga cocok ya min tipe kulit minyak tipe kulit kombinasi', 'sentence_score': ['pakai moga cocok [3] ya min tipe kulit minyak tipe kulit kombinasi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",pakai moga cocok [3] ya min tipe kulit minyak tipe kulit kombinasi, pakai moga cocok ya min tipe kulit minyak tipe kulit kombinasi,['pakai moga cocok [3] ya min tipe kulit minyak tipe kulit kombinasi'],3,-1,positif
fast respon,"{'classified_text': 'fast respon', 'tweet_text': ' fast respon', 'sentence_score': ['fast respon'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",fast respon, fast respon,['fast respon'],1,-1,netral
oke,"{'classified_text': 'oke [3]', 'tweet_text': ' oke', 'sentence_score': ['oke [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",oke [3], oke,['oke [3]'],3,-1,positif
nice,"{'classified_text': 'nice', 'tweet_text': ' nice', 'sentence_score': ['nice'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",nice, nice,['nice'],1,-1,netral
worth the price pcs harga cashback,"{'classified_text': 'worth the price pcs harga cashback', 'tweet_text': ' worth the price pcs harga cashback', 'sentence_score': ['worth the price pcs harga cashback'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",worth the price pcs harga cashback, worth the price pcs harga cashback,['worth the price pcs harga cashback'],1,-1,netral
thanks ya,"{'classified_text': 'thanks ya', 'tweet_text': ' thanks ya', 'sentence_score': ['thanks ya'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",thanks ya, thanks ya,['thanks ya'],1,-1,netral
tipe kulit minyak kulit pori,"{'classified_text': 'tipe kulit minyak kulit pori', 'tweet_text': ' tipe kulit minyak kulit pori', 'sentence_score': ['tipe kulit minyak kulit pori'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit minyak kulit pori, tipe kulit minyak kulit pori,['tipe kulit minyak kulit pori'],1,-1,netral
packing aman banget moga cocok,"{'classified_text': 'packing aman [5] banget moga cocok [3]', 'tweet_text': ' packing aman banget moga cocok', 'sentence_score': ['packing aman [5] banget moga cocok [3]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",packing aman [5] banget moga cocok [3], packing aman banget moga cocok,['packing aman [5] banget moga cocok [3]'],5,-1,positif
alhamdulillah cocok pakai azarine kulit wajah ku perlahan atas azarine thanks azarine,"{'classified_text': 'alhamdulillah cocok [3] pakai azarine kulit wajah ku perlahan atas azarine thanks azarine', 'tweet_text': ' alhamdulillah cocok pakai azarine kulit wajah ku perlahan atas azarine thanks azarine', 'sentence_score': ['alhamdulillah cocok [3] pakai azarine kulit wajah ku perlahan atas azarine thanks azarine'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",alhamdulillah cocok [3] pakai azarine kulit wajah ku perlahan atas azarine thanks azarine, alhamdulillah cocok pakai azarine kulit wajah ku perlahan atas azarine thanks azarine,['alhamdulillah cocok [3] pakai azarine kulit wajah ku perlahan atas azarine thanks azarine'],3,-1,positif
repurchased indak bikin kusam affordable,"{'classified_text': 'repurchased indak bikin kusam [-3] affordable', 'tweet_text': ' repurchased indak bikin kusam affordable', 'sentence_score': ['repurchased indak bikin kusam [-3] affordable'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",repurchased indak bikin kusam [-3] affordable, repurchased indak bikin kusam affordable,['repurchased indak bikin kusam [-3] affordable'],1,-3,negatif
susah blend alis numpuk ngeblock huhu,"{'classified_text': 'susah [-3] blend alis numpuk ngeblock huhu', 'tweet_text': ' susah blend alis numpuk ngeblock huhu', 'sentence_score': ['susah [-3] blend alis numpuk ngeblock huhu'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",susah [-3] blend alis numpuk ngeblock huhu, susah blend alis numpuk ngeblock huhu,['susah [-3] blend alis numpuk ngeblock huhu'],1,-3,negatif
wangi lumayan nyaman,"{'classified_text': 'wangi lumayan [2] nyaman [5]', 'tweet_text': ' wangi lumayan nyaman', 'sentence_score': ['wangi lumayan [2] nyaman [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",wangi lumayan [2] nyaman [5], wangi lumayan nyaman,['wangi lumayan [2] nyaman [5]'],5,-1,positif
suka wangi,"{'classified_text': 'suka [4] wangi', 'tweet_text': ' suka wangi', 'sentence_score': ['suka [4] wangi'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",suka [4] wangi, suka wangi,['suka [4] wangi'],4,-1,positif
cocok,"{'classified_text': 'cocok [3]', 'tweet_text': ' cocok', 'sentence_score': ['cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3], cocok,['cocok [3]'],3,-1,positif
tipe kulit minyak kulit jerawat,"{'classified_text': 'tipe kulit minyak kulit jerawat', 'tweet_text': ' tipe kulit minyak kulit jerawat', 'sentence_score': ['tipe kulit minyak kulit jerawat'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit minyak kulit jerawat, tipe kulit minyak kulit jerawat,['tipe kulit minyak kulit jerawat'],1,-1,netral
tipe kulit minyak kulit jerawat sunscreen ter thebest kulit oily acne prone bagus banget luvv,"{'classified_text': 'tipe kulit minyak kulit jerawat sunscreen ter thebest kulit oily acne prone bagus [5] banget luvv', 'tweet_text': ' tipe kulit minyak kulit jerawat sunscreen ter thebest kulit oily acne prone bagus banget luvv', 'sentence_score': ['tipe kulit minyak kulit jerawat sunscreen ter thebest kulit oily acne prone bagus [5] banget luvv'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit minyak kulit jerawat sunscreen ter thebest kulit oily acne prone bagus [5] banget luvv, tipe kulit minyak kulit jerawat sunscreen ter thebest kulit oily acne prone bagus banget luvv,['tipe kulit minyak kulit jerawat sunscreen ter thebest kulit oily acne prone bagus [5] banget luvv'],5,-1,positif
deh moisturizer mantap pol tenang banget saat jerawat radang maka beli,"{'classified_text': 'deh moisturizer mantap [4] pol tenang [5] banget saat jerawat radang [-3] maka beli', 'tweet_text': ' deh moisturizer mantap pol tenang banget saat jerawat radang maka beli', 'sentence_score': ['deh moisturizer mantap [4] pol tenang [5] banget saat jerawat radang [-3] maka beli'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}",deh moisturizer mantap [4] pol tenang [5] banget saat jerawat radang [-3] maka beli, deh moisturizer mantap pol tenang banget saat jerawat radang maka beli,['deh moisturizer mantap [4] pol tenang [5] banget saat jerawat radang [-3] maka beli'],5,-3,positif
tekstur lembut gel cepat serap kulit lengket cocok gampang kering lembap kirim cepat packing oke good job seller good luck,"{'classified_text': 'tekstur lembut [4] gel cepat [4] serap kulit lengket cocok [3] gampang kering lembap kirim cepat [4] packing oke [3] good job seller good luck', 'tweet_text': ' tekstur lembut gel cepat serap kulit lengket cocok gampang kering lembap kirim cepat packing oke good job seller good luck', 'sentence_score': ['tekstur lembut [4] gel cepat [4] serap kulit lengket cocok [3] gampang kering lembap kirim cepat [4] packing oke [3] good job seller good luck'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",tekstur lembut [4] gel cepat [4] serap kulit lengket cocok [3] gampang kering lembap kirim cepat [4] packing oke [3] good job seller good luck, tekstur lembut gel cepat serap kulit lengket cocok gampang kering lembap kirim cepat packing oke good job seller good luck,['tekstur lembut [4] gel cepat [4] serap kulit lengket cocok [3] gampang kering lembap kirim cepat [4] packing oke [3] good job seller good luck'],4,-1,positif
tipe kulit kombinasi kulit pori,"{'classified_text': 'tipe kulit kombinasi kulit pori', 'tweet_text': ' tipe kulit kombinasi kulit pori', 'sentence_score': ['tipe kulit kombinasi kulit pori'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit kombinasi kulit pori, tipe kulit kombinasi kulit pori,['tipe kulit kombinasi kulit pori'],1,-1,netral
kali pakai produk cocok banget kulit kombinasi acne prone,"{'classified_text': 'kali pakai produk cocok [4] banget kulit kombinasi acne prone', 'tweet_text': ' kali pakai produk cocok banget kulit kombinasi acne prone', 'sentence_score': ['kali pakai produk cocok [4] banget kulit kombinasi acne prone'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kali pakai produk cocok [4] banget kulit kombinasi acne prone, kali pakai produk cocok banget kulit kombinasi acne prone,['kali pakai produk cocok [4] banget kulit kombinasi acne prone'],4,-1,positif
pesan serum vitamin kirim retinol kecewa,"{'classified_text': 'pesan serum vitamin kirim retinol kecewa [-3]', 'tweet_text': ' pesan serum vitamin kirim retinol kecewa', 'sentence_score': ['pesan serum vitamin kirim retinol kecewa [-3]'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",pesan serum vitamin kirim retinol kecewa [-3], pesan serum vitamin kirim retinol kecewa,['pesan serum vitamin kirim retinol kecewa [-3]'],1,-3,negatif
suka pakai sih hasil moga cocok,"{'classified_text': 'suka [4] pakai sih hasil moga cocok [3]', 'tweet_text': ' suka pakai sih hasil moga cocok', 'sentence_score': ['suka [4] pakai sih hasil moga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",suka [4] pakai sih hasil moga cocok [3], suka pakai sih hasil moga cocok,['suka [4] pakai sih hasil moga cocok [3]'],4,-1,positif
barang sesuai klaim garansi video unboxing pesan salah kali asih bintang kecewa tolong kali teliti,"{'classified_text': 'barang sesuai [3] klaim garansi video unboxing pesan salah [-5] kali asih bintang kecewa [-3] tolong kali teliti', 'tweet_text': ' barang sesuai klaim garansi video unboxing pesan salah kali asih bintang kecewa tolong kali teliti', 'sentence_score': ['barang sesuai [3] klaim garansi video unboxing pesan salah [-5] kali asih bintang kecewa [-3] tolong kali teliti'], 'max_positive': 3, 'max_negative': -5, 'kelas': 'negatif'}",barang sesuai [3] klaim garansi video unboxing pesan salah [-5] kali asih bintang kecewa [-3] tolong kali teliti, barang sesuai klaim garansi video unboxing pesan salah kali asih bintang kecewa tolong kali teliti,['barang sesuai [3] klaim garansi video unboxing pesan salah [-5] kali asih bintang kecewa [-3] tolong kali teliti'],3,-5,negatif
mantap barang bagus pakai moisturizer murah diskon packing aman kirim cepat thankyouu seller,"{'classified_text': 'mantap [4] barang bagus [4] pakai moisturizer murah [2] diskon packing aman [4] kirim cepat [4] thankyouu seller', 'tweet_text': ' mantap barang bagus pakai moisturizer murah diskon packing aman kirim cepat thankyouu seller', 'sentence_score': ['mantap [4] barang bagus [4] pakai moisturizer murah [2] diskon packing aman [4] kirim cepat [4] thankyouu seller'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mantap [4] barang bagus [4] pakai moisturizer murah [2] diskon packing aman [4] kirim cepat [4] thankyouu seller, mantap barang bagus pakai moisturizer murah diskon packing aman kirim cepat thankyouu seller,['mantap [4] barang bagus [4] pakai moisturizer murah [2] diskon packing aman [4] kirim cepat [4] thankyouu seller'],4,-1,positif
tipe kulit minyak tipe kulit kering kulit jerawat,"{'classified_text': 'tipe kulit minyak tipe kulit kering kulit jerawat', 'tweet_text': ' tipe kulit minyak tipe kulit kering kulit jerawat', 'sentence_score': ['tipe kulit minyak tipe kulit kering kulit jerawat'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit minyak tipe kulit kering kulit jerawat, tipe kulit minyak tipe kulit kering kulit jerawat,['tipe kulit minyak tipe kulit kering kulit jerawat'],1,-1,netral
bagus banget warna oke stainnya mantul bikin bibir kering recommend pokok love,"{'classified_text': 'bagus [5] banget warna oke [3] stainnya mantul bikin bibir kering recommend pokok love', 'tweet_text': ' bagus banget warna oke stainnya mantul bikin bibir kering recommend pokok love', 'sentence_score': ['bagus [5] banget warna oke [3] stainnya mantul bikin bibir kering recommend pokok love'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",bagus [5] banget warna oke [3] stainnya mantul bikin bibir kering recommend pokok love, bagus banget warna oke stainnya mantul bikin bibir kering recommend pokok love,['bagus [5] banget warna oke [3] stainnya mantul bikin bibir kering recommend pokok love'],5,-1,positif
favorit sunscreen,"{'classified_text': 'favorit sunscreen', 'tweet_text': ' favorit sunscreen', 'sentence_score': ['favorit sunscreen'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",favorit sunscreen, favorit sunscreen,['favorit sunscreen'],1,-1,netral
tipe kulit minyak tipe kulit kering tipe kulit normal kulit jerawat,"{'classified_text': 'tipe kulit minyak tipe kulit kering tipe kulit normal [-1] kulit jerawat', 'tweet_text': ' tipe kulit minyak tipe kulit kering tipe kulit normal kulit jerawat', 'sentence_score': ['tipe kulit minyak tipe kulit kering tipe kulit normal [-1] kulit jerawat'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit minyak tipe kulit kering tipe kulit normal [-1] kulit jerawat, tipe kulit minyak tipe kulit kering tipe kulit normal kulit jerawat,['tipe kulit minyak tipe kulit kering tipe kulit normal [-1] kulit jerawat'],1,-1,netral
tipe kulit kering tipe kulit minyak tipe kulit normal kulit kerut kulit jerawat,"{'classified_text': 'tipe kulit kering tipe kulit minyak tipe kulit normal [-1] kulit kerut [-2] kulit jerawat', 'tweet_text': ' tipe kulit kering tipe kulit minyak tipe kulit normal kulit kerut kulit jerawat', 'sentence_score': ['tipe kulit kering tipe kulit minyak tipe kulit normal [-1] kulit kerut [-2] kulit jerawat'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit kering tipe kulit minyak tipe kulit normal [-1] kulit kerut [-2] kulit jerawat, tipe kulit kering tipe kulit minyak tipe kulit normal kulit kerut kulit jerawat,['tipe kulit kering tipe kulit minyak tipe kulit normal [-1] kulit kerut [-2] kulit jerawat'],1,-2,negatif
oil waternya nyaman pakai hapus waterproof pakai up oily banget micellar waternya nyaman bikin kering,"{'classified_text': 'oil waternya nyaman [4] pakai hapus waterproof pakai up oily banget micellar waternya nyaman [4] bikin kering', 'tweet_text': ' oil waternya nyaman pakai hapus waterproof pakai up oily banget micellar waternya nyaman bikin kering', 'sentence_score': ['oil waternya nyaman [4] pakai hapus waterproof pakai up oily banget micellar waternya nyaman [4] bikin kering'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",oil waternya nyaman [4] pakai hapus waterproof pakai up oily banget micellar waternya nyaman [4] bikin kering, oil waternya nyaman pakai hapus waterproof pakai up oily banget micellar waternya nyaman bikin kering,['oil waternya nyaman [4] pakai hapus waterproof pakai up oily banget micellar waternya nyaman [4] bikin kering'],4,-1,positif
terima kasih harga murah barang selamat bubble wrap tebal kirim cepat,"{'classified_text': 'terima kasih [4] harga murah [2] barang selamat [4] bubble wrap tebal kirim cepat [4]', 'tweet_text': ' terima kasih harga murah barang selamat bubble wrap tebal kirim cepat', 'sentence_score': ['terima kasih [4] harga murah [2] barang selamat [4] bubble wrap tebal kirim cepat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4] harga murah [2] barang selamat [4] bubble wrap tebal kirim cepat [4], terima kasih harga murah barang selamat bubble wrap tebal kirim cepat,['terima kasih [4] harga murah [2] barang selamat [4] bubble wrap tebal kirim cepat [4]'],4,-1,positif
tipe kulit minyak tipe kulit normal tipe kulit kombinasi kulit jerawat kulit kerut kulit pori tipe kulit sensitif tipe kulit kering,"{'classified_text': 'tipe kulit minyak tipe kulit normal [-1] tipe kulit kombinasi kulit jerawat kulit kerut [-2] kulit pori tipe kulit sensitif [-2] tipe kulit kering', 'tweet_text': ' tipe kulit minyak tipe kulit normal tipe kulit kombinasi kulit jerawat kulit kerut kulit pori tipe kulit sensitif tipe kulit kering', 'sentence_score': ['tipe kulit minyak tipe kulit normal [-1] tipe kulit kombinasi kulit jerawat kulit kerut [-2] kulit pori tipe kulit sensitif [-2] tipe kulit kering'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit minyak tipe kulit normal [-1] tipe kulit kombinasi kulit jerawat kulit kerut [-2] kulit pori tipe kulit sensitif [-2] tipe kulit kering, tipe kulit minyak tipe kulit normal tipe kulit kombinasi kulit jerawat kulit kerut kulit pori tipe kulit sensitif tipe kulit kering,['tipe kulit minyak tipe kulit normal [-1] tipe kulit kombinasi kulit jerawat kulit kerut [-2] kulit pori tipe kulit sensitif [-2] tipe kulit kering'],1,-2,negatif
tipe kulit kombinasi cocok banget pakai sunscreennya azarine tekstur ringan bikin kulit kusam no whitecast gampang diblend repurchase kali alhamdulillah beli kemarin diskom cashback kirim cepat respon seller terima barang kondisi terima kasih,"{'classified_text': 'tipe kulit kombinasi cocok [4] banget pakai sunscreennya azarine tekstur ringan bikin kulit kusam [-3] no whitecast gampang diblend repurchase kali alhamdulillah beli kemarin diskom cashback kirim cepat [4] respon seller terima barang kondisi terima kasih [4]', 'tweet_text': ' tipe kulit kombinasi cocok banget pakai sunscreennya azarine tekstur ringan bikin kulit kusam no whitecast gampang diblend repurchase kali alhamdulillah beli kemarin diskom cashback kirim cepat respon seller terima barang kondisi terima kasih', 'sentence_score': ['tipe kulit kombinasi cocok [4] banget pakai sunscreennya azarine tekstur ringan bikin kulit kusam [-3] no whitecast gampang diblend repurchase kali alhamdulillah beli kemarin diskom cashback kirim cepat [4] respon seller terima barang kondisi terima kasih [4]'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",tipe kulit kombinasi cocok [4] banget pakai sunscreennya azarine tekstur ringan bikin kulit kusam [-3] no whitecast gampang diblend repurchase kali alhamdulillah beli kemarin diskom cashback kirim cepat [4] respon seller terima barang kondisi terima kasih [4], tipe kulit kombinasi cocok banget pakai sunscreennya azarine tekstur ringan bikin kulit kusam no whitecast gampang diblend repurchase kali alhamdulillah beli kemarin diskom cashback kirim cepat respon seller terima barang kondisi terima kasih,['tipe kulit kombinasi cocok [4] banget pakai sunscreennya azarine tekstur ringan bikin kulit kusam [-3] no whitecast gampang diblend repurchase kali alhamdulillah beli kemarin diskom cashback kirim cepat [4] respon seller terima barang kondisi terima kasih [4]'],4,-3,positif
coba moga cocok,"{'classified_text': 'coba moga cocok [3]', 'tweet_text': ' coba moga cocok', 'sentence_score': ['coba moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",coba moga cocok [3], coba moga cocok,['coba moga cocok [3]'],3,-1,positif
