review_tokens_stemmed,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
coba beli disaranin moga cocok packingnya aman kirim lumayaan tipe kulit kombinasi,"{'classified_text': 'coba beli disaranin moga cocok [3] packingnya aman [4] kirim lumayaan tipe kulit kombinasi', 'tweet_text': ' coba beli disaranin moga cocok packingnya aman kirim lumayaan tipe kulit kombinasi', 'sentence_score': ['coba beli disaranin moga cocok [3] packingnya aman [4] kirim lumayaan tipe kulit kombinasi'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",coba beli disaranin moga cocok [3] packingnya aman [4] kirim lumayaan tipe kulit kombinasi, coba beli disaranin moga cocok packingnya aman kirim lumayaan tipe kulit kombinasi,['coba beli disaranin moga cocok [3] packingnya aman [4] kirim lumayaan tipe kulit kombinasi'],4,-1,positif
ok,"{'classified_text': 'ok [1]', 'tweet_text': ' ok', 'sentence_score': ['ok [1]'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",ok [1], ok,['ok [1]'],1,-1,netral
tipe kulit minyak tipe kulit kering tipe kulit kombinasi tipe kulit normal tipe kulit sensitif kulit jerawat kulit kerut kulit pori,"{'classified_text': 'tipe kulit minyak tipe kulit kering tipe kulit kombinasi tipe kulit normal [-1] tipe kulit sensitif [-2] kulit jerawat kulit kerut [-2] kulit pori', 'tweet_text': ' tipe kulit minyak tipe kulit kering tipe kulit kombinasi tipe kulit normal tipe kulit sensitif kulit jerawat kulit kerut kulit pori', 'sentence_score': ['tipe kulit minyak tipe kulit kering tipe kulit kombinasi tipe kulit normal [-1] tipe kulit sensitif [-2] kulit jerawat kulit kerut [-2] kulit pori'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit minyak tipe kulit kering tipe kulit kombinasi tipe kulit normal [-1] tipe kulit sensitif [-2] kulit jerawat kulit kerut [-2] kulit pori, tipe kulit minyak tipe kulit kering tipe kulit kombinasi tipe kulit normal tipe kulit sensitif kulit jerawat kulit kerut kulit pori,['tipe kulit minyak tipe kulit kering tipe kulit kombinasi tipe kulit normal [-1] tipe kulit sensitif [-2] kulit jerawat kulit kerut [-2] kulit pori'],1,-2,negatif
coba moga cocok emas cepat aman kirim cepat,"{'classified_text': 'coba moga cocok [3] emas [5] cepat [5] aman [5] kirim cepat [4]', 'tweet_text': ' coba moga cocok emas cepat aman kirim cepat', 'sentence_score': ['coba moga cocok [3] emas [5] cepat [5] aman [5] kirim cepat [4]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",coba moga cocok [3] emas [5] cepat [5] aman [5] kirim cepat [4], coba moga cocok emas cepat aman kirim cepat,['coba moga cocok [3] emas [5] cepat [5] aman [5] kirim cepat [4]'],5,-1,positif
tipe kulit kombinasi kulit kerut,"{'classified_text': 'tipe kulit kombinasi kulit kerut [-2]', 'tweet_text': ' tipe kulit kombinasi kulit kerut', 'sentence_score': ['tipe kulit kombinasi kulit kerut [-2]'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit kombinasi kulit kerut [-2], tipe kulit kombinasi kulit kerut,['tipe kulit kombinasi kulit kerut [-2]'],1,-2,negatif
coba takut cocok cocok kulit kulit sensitif top banget ramah kantong,"{'classified_text': 'coba takut [-3] cocok [3] cocok [4] kulit kulit sensitif [-2] top [5] banget ramah [5] kantong', 'tweet_text': ' coba takut cocok cocok kulit kulit sensitif top banget ramah kantong', 'sentence_score': ['coba takut [-3] cocok [3] cocok [4] kulit kulit sensitif [-2] top [5] banget ramah [5] kantong'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}",coba takut [-3] cocok [3] cocok [4] kulit kulit sensitif [-2] top [5] banget ramah [5] kantong, coba takut cocok cocok kulit kulit sensitif top banget ramah kantong,['coba takut [-3] cocok [3] cocok [4] kulit kulit sensitif [-2] top [5] banget ramah [5] kantong'],5,-3,positif
lucu banget warna lihat teman bagus beli ,"{'classified_text': 'lucu [5] banget warna lihat teman bagus [4] beli', 'tweet_text': ' lucu banget warna lihat teman bagus beli', 'sentence_score': ['lucu [5] banget warna lihat teman bagus [4] beli'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",lucu [5] banget warna lihat teman bagus [4] beli, lucu banget warna lihat teman bagus beli,['lucu [5] banget warna lihat teman bagus [4] beli'],5,-1,positif
palsu,"{'classified_text': 'palsu [-4]', 'tweet_text': ' palsu', 'sentence_score': ['palsu [-4]'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",palsu [-4], palsu,['palsu [-4]'],1,-4,negatif
packet aman packing rapi kurir expedisinya blegug ditungguin siang sore urus dada kagak ngabarin pas cek tokped termyata packet tuju rumah orang ditaro kurir buru pulang termyata paket diselipin kusen pintu kacau sih kontak main selip coba kalo pulung kotak kardus sampah hilang paket,"{'classified_text': 'packet aman [4] packing rapi [4] kurir expedisinya blegug ditungguin siang sore urus dada kagak ngabarin pas cek tokped termyata packet tuju rumah orang ditaro kurir buru pulang termyata paket diselipin kusen pintu kacau [-4] sih kontak main selip coba kalo pulung kotak kardus sampah [-4] hilang [-4] paket', 'tweet_text': ' packet aman packing rapi kurir expedisinya blegug ditungguin siang sore urus dada kagak ngabarin pas cek tokped termyata packet tuju rumah orang ditaro kurir buru pulang termyata paket diselipin kusen pintu kacau sih kontak main selip coba kalo pulung kotak kardus sampah hilang paket', 'sentence_score': ['packet aman [4] packing rapi [4] kurir expedisinya blegug ditungguin siang sore urus dada kagak ngabarin pas cek tokped termyata packet tuju rumah orang ditaro kurir buru pulang termyata paket diselipin kusen pintu kacau [-4] sih kontak main selip coba kalo pulung kotak kardus sampah [-4] hilang [-4] paket'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",packet aman [4] packing rapi [4] kurir expedisinya blegug ditungguin siang sore urus dada kagak ngabarin pas cek tokped termyata packet tuju rumah orang ditaro kurir buru pulang termyata paket diselipin kusen pintu kacau [-4] sih kontak main selip coba kalo pulung kotak kardus sampah [-4] hilang [-4] paket, packet aman packing rapi kurir expedisinya blegug ditungguin siang sore urus dada kagak ngabarin pas cek tokped termyata packet tuju rumah orang ditaro kurir buru pulang termyata paket diselipin kusen pintu kacau sih kontak main selip coba kalo pulung kotak kardus sampah hilang paket,['packet aman [4] packing rapi [4] kurir expedisinya blegug ditungguin siang sore urus dada kagak ngabarin pas cek tokped termyata packet tuju rumah orang ditaro kurir buru pulang termyata paket diselipin kusen pintu kacau [-4] sih kontak main selip coba kalo pulung kotak kardus sampah [-4] hilang [-4] paket'],4,-4,netral
buka kardus cium wangi produk bagus packing sayang produk kasih wrap enggak lakban cegah bocor moga pakai produk cocok,"{'classified_text': 'buka kardus cium [3] wangi produk bagus [4] packing sayang [4] produk kasih wrap enggak lakban cegah bocor [-3] moga pakai produk cocok [3]', 'tweet_text': ' buka kardus cium wangi produk bagus packing sayang produk kasih wrap enggak lakban cegah bocor moga pakai produk cocok', 'sentence_score': ['buka kardus cium [3] wangi produk bagus [4] packing sayang [4] produk kasih wrap enggak lakban cegah bocor [-3] moga pakai produk cocok [3]'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",buka kardus cium [3] wangi produk bagus [4] packing sayang [4] produk kasih wrap enggak lakban cegah bocor [-3] moga pakai produk cocok [3], buka kardus cium wangi produk bagus packing sayang produk kasih wrap enggak lakban cegah bocor moga pakai produk cocok,['buka kardus cium [3] wangi produk bagus [4] packing sayang [4] produk kasih wrap enggak lakban cegah bocor [-3] moga pakai produk cocok [3]'],4,-3,positif
artis korea,"{'classified_text': 'artis korea', 'tweet_text': ' artis korea', 'sentence_score': ['artis korea'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",artis korea, artis korea,['artis korea'],1,-1,netral
mantap barang bagus pakai moisturizer murah diskon packing aman kirim cepat thankyouu seller,"{'classified_text': 'mantap [4] barang bagus [4] pakai moisturizer murah [2] diskon packing aman [4] kirim cepat [4] thankyouu seller', 'tweet_text': ' mantap barang bagus pakai moisturizer murah diskon packing aman kirim cepat thankyouu seller', 'sentence_score': ['mantap [4] barang bagus [4] pakai moisturizer murah [2] diskon packing aman [4] kirim cepat [4] thankyouu seller'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mantap [4] barang bagus [4] pakai moisturizer murah [2] diskon packing aman [4] kirim cepat [4] thankyouu seller, mantap barang bagus pakai moisturizer murah diskon packing aman kirim cepat thankyouu seller,['mantap [4] barang bagus [4] pakai moisturizer murah [2] diskon packing aman [4] kirim cepat [4] thankyouu seller'],4,-1,positif
sip,"{'classified_text': 'sip', 'tweet_text': ' sip', 'sentence_score': ['sip'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",sip, sip,['sip'],1,-1,netral
packingnya niat banget beli lip cream so aman banget cust warna cantik ombre thanks tokped azarine,"{'classified_text': 'packingnya niat banget beli lip cream so aman [5] banget cust warna cantik [5] ombre thanks tokped azarine', 'tweet_text': ' packingnya niat banget beli lip cream so aman banget cust warna cantik ombre thanks tokped azarine', 'sentence_score': ['packingnya niat banget beli lip cream so aman [5] banget cust warna cantik [5] ombre thanks tokped azarine'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",packingnya niat banget beli lip cream so aman [5] banget cust warna cantik [5] ombre thanks tokped azarine, packingnya niat banget beli lip cream so aman banget cust warna cantik ombre thanks tokped azarine,['packingnya niat banget beli lip cream so aman [5] banget cust warna cantik [5] ombre thanks tokped azarine'],5,-1,positif
packaging aman bubble wrap tebal dikardusin kirim cepat,"{'classified_text': 'packaging aman [4] bubble wrap tebal dikardusin kirim cepat [4]', 'tweet_text': ' packaging aman bubble wrap tebal dikardusin kirim cepat', 'sentence_score': ['packaging aman [4] bubble wrap tebal dikardusin kirim cepat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",packaging aman [4] bubble wrap tebal dikardusin kirim cepat [4], packaging aman bubble wrap tebal dikardusin kirim cepat,['packaging aman [4] bubble wrap tebal dikardusin kirim cepat [4]'],4,-1,positif
kulit jerawat kulit pori tipe kulit kombinasi tipe kulit sensitif,"{'classified_text': 'kulit jerawat kulit pori tipe kulit kombinasi tipe kulit sensitif [-2]', 'tweet_text': ' kulit jerawat kulit pori tipe kulit kombinasi tipe kulit sensitif', 'sentence_score': ['kulit jerawat kulit pori tipe kulit kombinasi tipe kulit sensitif [-2]'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",kulit jerawat kulit pori tipe kulit kombinasi tipe kulit sensitif [-2], kulit jerawat kulit pori tipe kulit kombinasi tipe kulit sensitif,['kulit jerawat kulit pori tipe kulit kombinasi tipe kulit sensitif [-2]'],1,-2,negatif
favorit sunscreen,"{'classified_text': 'favorit sunscreen', 'tweet_text': ' favorit sunscreen', 'sentence_score': ['favorit sunscreen'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",favorit sunscreen, favorit sunscreen,['favorit sunscreen'],1,-1,netral
kali kalo produk ikut flash sale bohongin konsumen,"{'classified_text': 'kali kalo produk ikut flash sale bohongin konsumen', 'tweet_text': ' kali kalo produk ikut flash sale bohongin konsumen', 'sentence_score': ['kali kalo produk ikut flash sale bohongin konsumen'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",kali kalo produk ikut flash sale bohongin konsumen, kali kalo produk ikut flash sale bohongin konsumen,['kali kalo produk ikut flash sale bohongin konsumen'],1,-1,netral
sunscreen umu sih,"{'classified_text': 'sunscreen umu sih', 'tweet_text': ' sunscreen umu sih', 'sentence_score': ['sunscreen umu sih'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",sunscreen umu sih, sunscreen umu sih,['sunscreen umu sih'],1,-1,netral
kecewa aplikasi sompel kena air sompel paham kutek peel off lepas gampang,"{'classified_text': 'kecewa [-3] aplikasi sompel kena air sompel paham kutek peel off lepas gampang', 'tweet_text': ' kecewa aplikasi sompel kena air sompel paham kutek peel off lepas gampang', 'sentence_score': ['kecewa [-3] aplikasi sompel kena air sompel paham kutek peel off lepas gampang'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",kecewa [-3] aplikasi sompel kena air sompel paham kutek peel off lepas gampang, kecewa aplikasi sompel kena air sompel paham kutek peel off lepas gampang,['kecewa [-3] aplikasi sompel kena air sompel paham kutek peel off lepas gampang'],1,-3,negatif
barang twinpack kirim cuman komplain video unboxing batal chat tangan minggu kirim kurang customer service serasa robot jawab cuman tunggu tunggu pindah rumah paket wkkw kapok beli official store baca barang salah komplain mending sistem biar tenggat chat ya begini,"{'classified_text': 'barang twinpack kirim cuman komplain video unboxing batal chat tangan minggu kirim kurang [-2] customer service serasa robot jawab cuman tunggu tunggu pindah rumah paket wkkw kapok beli official store baca barang salah [-4] komplain mending sistem biar tenggat chat ya begini', 'tweet_text': ' barang twinpack kirim cuman komplain video unboxing batal chat tangan minggu kirim kurang customer service serasa robot jawab cuman tunggu tunggu pindah rumah paket wkkw kapok beli official store baca barang salah komplain mending sistem biar tenggat chat ya begini', 'sentence_score': ['barang twinpack kirim cuman komplain video unboxing batal chat tangan minggu kirim kurang [-2] customer service serasa robot jawab cuman tunggu tunggu pindah rumah paket wkkw kapok beli official store baca barang salah [-4] komplain mending sistem biar tenggat chat ya begini'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",barang twinpack kirim cuman komplain video unboxing batal chat tangan minggu kirim kurang [-2] customer service serasa robot jawab cuman tunggu tunggu pindah rumah paket wkkw kapok beli official store baca barang salah [-4] komplain mending sistem biar tenggat chat ya begini, barang twinpack kirim cuman komplain video unboxing batal chat tangan minggu kirim kurang customer service serasa robot jawab cuman tunggu tunggu pindah rumah paket wkkw kapok beli official store baca barang salah komplain mending sistem biar tenggat chat ya begini,['barang twinpack kirim cuman komplain video unboxing batal chat tangan minggu kirim kurang [-2] customer service serasa robot jawab cuman tunggu tunggu pindah rumah paket wkkw kapok beli official store baca barang salah [-4] komplain mending sistem biar tenggat chat ya begini'],1,-4,negatif
banget proses barang pesan produk beda mending beli toko,"{'classified_text': 'banget proses barang pesan produk beda mending beli toko', 'tweet_text': ' banget proses barang pesan produk beda mending beli toko', 'sentence_score': ['banget proses barang pesan produk beda mending beli toko'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",banget proses barang pesan produk beda mending beli toko, banget proses barang pesan produk beda mending beli toko,['banget proses barang pesan produk beda mending beli toko'],1,-1,netral
tipe kulit kombinasi cenderung kering enak sih coba,"{'classified_text': 'tipe kulit kombinasi cenderung kering enak [4] sih coba', 'tweet_text': ' tipe kulit kombinasi cenderung kering enak sih coba', 'sentence_score': ['tipe kulit kombinasi cenderung kering enak [4] sih coba'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit kombinasi cenderung kering enak [4] sih coba, tipe kulit kombinasi cenderung kering enak sih coba,['tipe kulit kombinasi cenderung kering enak [4] sih coba'],4,-1,positif
coba packing aman,"{'classified_text': 'coba packing aman [4]', 'tweet_text': ' coba packing aman', 'sentence_score': ['coba packing aman [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",coba packing aman [4], coba packing aman,['coba packing aman [4]'],4,-1,positif
no komen barang kirim jual proses kirim luama mepet batas kirim estimasi ubah kualitas packaging paket tambah pesan total pesan kirim respon komplain minim banget mepet batas respon tanggap complain tuju official store loh harap sisi customer service kecewa moga improvement depan ya,"{'classified_text': 'no komen barang kirim jual proses kirim luama mepet batas kirim estimasi ubah kualitas packaging paket tambah pesan total pesan kirim respon komplain minim [-4] banget mepet batas respon tanggap complain tuju official store loh harap sisi customer service kecewa [-3] moga improvement depan ya', 'tweet_text': ' no komen barang kirim jual proses kirim luama mepet batas kirim estimasi ubah kualitas packaging paket tambah pesan total pesan kirim respon komplain minim banget mepet batas respon tanggap complain tuju official store loh harap sisi customer service kecewa moga improvement depan ya', 'sentence_score': ['no komen barang kirim jual proses kirim luama mepet batas kirim estimasi ubah kualitas packaging paket tambah pesan total pesan kirim respon komplain minim [-4] banget mepet batas respon tanggap complain tuju official store loh harap sisi customer service kecewa [-3] moga improvement depan ya'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",no komen barang kirim jual proses kirim luama mepet batas kirim estimasi ubah kualitas packaging paket tambah pesan total pesan kirim respon komplain minim [-4] banget mepet batas respon tanggap complain tuju official store loh harap sisi customer service kecewa [-3] moga improvement depan ya, no komen barang kirim jual proses kirim luama mepet batas kirim estimasi ubah kualitas packaging paket tambah pesan total pesan kirim respon komplain minim banget mepet batas respon tanggap complain tuju official store loh harap sisi customer service kecewa moga improvement depan ya,['no komen barang kirim jual proses kirim luama mepet batas kirim estimasi ubah kualitas packaging paket tambah pesan total pesan kirim respon komplain minim [-4] banget mepet batas respon tanggap complain tuju official store loh harap sisi customer service kecewa [-3] moga improvement depan ya'],1,-4,negatif
tipe kulit normal kulit pori,"{'classified_text': 'tipe kulit normal [-1] kulit pori', 'tweet_text': ' tipe kulit normal kulit pori', 'sentence_score': ['tipe kulit normal [-1] kulit pori'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit normal [-1] kulit pori, tipe kulit normal kulit pori,['tipe kulit normal [-1] kulit pori'],1,-1,netral
mantap,"{'classified_text': 'mantap [4]', 'tweet_text': ' mantap', 'sentence_score': ['mantap [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mantap [4], mantap,['mantap [4]'],4,-1,positif
packaging oke cuman kardus bonyok brng aman pakai bubble warp bikin tangan kaki lembab pakai pagi kerja ruang ber ac overall bagus,"{'classified_text': 'packaging oke [3] cuman kardus bonyok brng aman [4] pakai bubble warp bikin tangan kaki lembab pakai pagi kerja ruang ber ac overall bagus [4]', 'tweet_text': ' packaging oke cuman kardus bonyok brng aman pakai bubble warp bikin tangan kaki lembab pakai pagi kerja ruang ber ac overall bagus', 'sentence_score': ['packaging oke [3] cuman kardus bonyok brng aman [4] pakai bubble warp bikin tangan kaki lembab pakai pagi kerja ruang ber ac overall bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",packaging oke [3] cuman kardus bonyok brng aman [4] pakai bubble warp bikin tangan kaki lembab pakai pagi kerja ruang ber ac overall bagus [4], packaging oke cuman kardus bonyok brng aman pakai bubble warp bikin tangan kaki lembab pakai pagi kerja ruang ber ac overall bagus,['packaging oke [3] cuman kardus bonyok brng aman [4] pakai bubble warp bikin tangan kaki lembab pakai pagi kerja ruang ber ac overall bagus [4]'],4,-1,positif
suka pakai sih hasil moga cocok,"{'classified_text': 'suka [4] pakai sih hasil moga cocok [3]', 'tweet_text': ' suka pakai sih hasil moga cocok', 'sentence_score': ['suka [4] pakai sih hasil moga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",suka [4] pakai sih hasil moga cocok [3], suka pakai sih hasil moga cocok,['suka [4] pakai sih hasil moga cocok [3]'],4,-1,positif
tipe kulit minyak alhamdulillah cocok kulit next repeat order promo ya min,"{'classified_text': 'tipe kulit minyak alhamdulillah cocok [3] kulit next repeat order promo ya min', 'tweet_text': ' tipe kulit minyak alhamdulillah cocok kulit next repeat order promo ya min', 'sentence_score': ['tipe kulit minyak alhamdulillah cocok [3] kulit next repeat order promo ya min'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit minyak alhamdulillah cocok [3] kulit next repeat order promo ya min, tipe kulit minyak alhamdulillah cocok kulit next repeat order promo ya min,['tipe kulit minyak alhamdulillah cocok [3] kulit next repeat order promo ya min'],3,-1,positif
pakai tube sunscreen oke kulit bejerawat,"{'classified_text': 'pakai tube sunscreen oke [3] kulit bejerawat', 'tweet_text': ' pakai tube sunscreen oke kulit bejerawat', 'sentence_score': ['pakai tube sunscreen oke [3] kulit bejerawat'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",pakai tube sunscreen oke [3] kulit bejerawat, pakai tube sunscreen oke kulit bejerawat,['pakai tube sunscreen oke [3] kulit bejerawat'],3,-1,positif
worth the price pcs harga cashback,"{'classified_text': 'worth the price pcs harga cashback', 'tweet_text': ' worth the price pcs harga cashback', 'sentence_score': ['worth the price pcs harga cashback'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",worth the price pcs harga cashback, worth the price pcs harga cashback,['worth the price pcs harga cashback'],1,-1,netral
tipe kulit kering pakai sunscreen lembab bagus produk terima kasih moga manfaat ya,"{'classified_text': 'tipe kulit kering pakai sunscreen lembab bagus [4] produk terima kasih [4] moga manfaat [4] ya', 'tweet_text': ' tipe kulit kering pakai sunscreen lembab bagus produk terima kasih moga manfaat ya', 'sentence_score': ['tipe kulit kering pakai sunscreen lembab bagus [4] produk terima kasih [4] moga manfaat [4] ya'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit kering pakai sunscreen lembab bagus [4] produk terima kasih [4] moga manfaat [4] ya, tipe kulit kering pakai sunscreen lembab bagus produk terima kasih moga manfaat ya,['tipe kulit kering pakai sunscreen lembab bagus [4] produk terima kasih [4] moga manfaat [4] ya'],4,-1,positif
tipe kulit minyak tipe kulit kering tipe kulit normal kulit jerawat,"{'classified_text': 'tipe kulit minyak tipe kulit kering tipe kulit normal [-1] kulit jerawat', 'tweet_text': ' tipe kulit minyak tipe kulit kering tipe kulit normal kulit jerawat', 'sentence_score': ['tipe kulit minyak tipe kulit kering tipe kulit normal [-1] kulit jerawat'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit minyak tipe kulit kering tipe kulit normal [-1] kulit jerawat, tipe kulit minyak tipe kulit kering tipe kulit normal kulit jerawat,['tipe kulit minyak tipe kulit kering tipe kulit normal [-1] kulit jerawat'],1,-1,netral
barang sesuai deskripsi kemas packing aman rapi moga khasiat cocok recommended,"{'classified_text': 'barang sesuai [3] deskripsi kemas packing aman [4] rapi [5] moga khasiat cocok [3] recommended', 'tweet_text': ' barang sesuai deskripsi kemas packing aman rapi moga khasiat cocok recommended', 'sentence_score': ['barang sesuai [3] deskripsi kemas packing aman [4] rapi [5] moga khasiat cocok [3] recommended'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",barang sesuai [3] deskripsi kemas packing aman [4] rapi [5] moga khasiat cocok [3] recommended, barang sesuai deskripsi kemas packing aman rapi moga khasiat cocok recommended,['barang sesuai [3] deskripsi kemas packing aman [4] rapi [5] moga khasiat cocok [3] recommended'],5,-1,positif
produk oke,"{'classified_text': 'produk oke [3]', 'tweet_text': ' produk oke', 'sentence_score': ['produk oke [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",produk oke [3], produk oke,['produk oke [3]'],3,-1,positif
no review found,"{'classified_text': 'no review found', 'tweet_text': ' no review found', 'sentence_score': ['no review found'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",no review found, no review found,['no review found'],1,-1,netral
kecewa barang nya telat bubble wrap asih solusi stock eh info barang beli toped surat sih,"{'classified_text': 'kecewa [-3] barang nya telat [-3] bubble wrap asih solusi stock eh info barang beli toped surat sih', 'tweet_text': ' kecewa barang nya telat bubble wrap asih solusi stock eh info barang beli toped surat sih', 'sentence_score': ['kecewa [-3] barang nya telat [-3] bubble wrap asih solusi stock eh info barang beli toped surat sih'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",kecewa [-3] barang nya telat [-3] bubble wrap asih solusi stock eh info barang beli toped surat sih, kecewa barang nya telat bubble wrap asih solusi stock eh info barang beli toped surat sih,['kecewa [-3] barang nya telat [-3] bubble wrap asih solusi stock eh info barang beli toped surat sih'],1,-3,negatif
teksturenya ringan cocok kulit,"{'classified_text': 'teksturenya ringan cocok [3] kulit', 'tweet_text': ' teksturenya ringan cocok kulit', 'sentence_score': ['teksturenya ringan cocok [3] kulit'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",teksturenya ringan cocok [3] kulit, teksturenya ringan cocok kulit,['teksturenya ringan cocok [3] kulit'],3,-1,positif
terima kasih overall great sesuai ekspektasi keep up the good work,"{'classified_text': 'terima kasih [4] overall great sesuai [3] ekspektasi keep up the good work', 'tweet_text': ' terima kasih overall great sesuai ekspektasi keep up the good work', 'sentence_score': ['terima kasih [4] overall great sesuai [3] ekspektasi keep up the good work'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4] overall great sesuai [3] ekspektasi keep up the good work, terima kasih overall great sesuai ekspektasi keep up the good work,['terima kasih [4] overall great sesuai [3] ekspektasi keep up the good work'],4,-1,positif
wangi lumayan nyaman,"{'classified_text': 'wangi lumayan [2] nyaman [5]', 'tweet_text': ' wangi lumayan nyaman', 'sentence_score': ['wangi lumayan [2] nyaman [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",wangi lumayan [2] nyaman [5], wangi lumayan nyaman,['wangi lumayan [2] nyaman [5]'],5,-1,positif
packing packing rusak buka terima terima orang rumah serum packing serum rusak penyok jual,"{'classified_text': 'packing packing rusak [-4] buka terima terima orang rumah serum packing serum rusak [-4] penyok [-5] jual', 'tweet_text': ' packing packing rusak buka terima terima orang rumah serum packing serum rusak penyok jual', 'sentence_score': ['packing packing rusak [-4] buka terima terima orang rumah serum packing serum rusak [-4] penyok [-5] jual'], 'max_positive': 1, 'max_negative': -5, 'kelas': 'negatif'}",packing packing rusak [-4] buka terima terima orang rumah serum packing serum rusak [-4] penyok [-5] jual, packing packing rusak buka terima terima orang rumah serum packing serum rusak penyok jual,['packing packing rusak [-4] buka terima terima orang rumah serum packing serum rusak [-4] penyok [-5] jual'],1,-5,negatif
tipe kulit minyak tipe kulit sensitif kulit jerawat,"{'classified_text': 'tipe kulit minyak tipe kulit sensitif [-2] kulit jerawat', 'tweet_text': ' tipe kulit minyak tipe kulit sensitif kulit jerawat', 'sentence_score': ['tipe kulit minyak tipe kulit sensitif [-2] kulit jerawat'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit minyak tipe kulit sensitif [-2] kulit jerawat, tipe kulit minyak tipe kulit sensitif kulit jerawat,['tipe kulit minyak tipe kulit sensitif [-2] kulit jerawat'],1,-2,negatif
tipe kulit minyak tipe kulit sensitif,"{'classified_text': 'tipe kulit minyak tipe kulit sensitif [-2]', 'tweet_text': ' tipe kulit minyak tipe kulit sensitif', 'sentence_score': ['tipe kulit minyak tipe kulit sensitif [-2]'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit minyak tipe kulit sensitif [-2], tipe kulit minyak tipe kulit sensitif,['tipe kulit minyak tipe kulit sensitif [-2]'],1,-2,negatif
cocok normal oily gampang minyak,"{'classified_text': 'cocok [3] normal [-1] oily gampang minyak', 'tweet_text': ' cocok normal oily gampang minyak', 'sentence_score': ['cocok [3] normal [-1] oily gampang minyak'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] normal [-1] oily gampang minyak, cocok normal oily gampang minyak,['cocok [3] normal [-1] oily gampang minyak'],3,-1,positif
